#this file contains all the header lines of the file dmel-all-gene-r4.3.fasta
>FBgn0052100 type=gene; loc=3L:12241499..12243147; ID=FBgn0052100; name=CG32100; 
>FBgn0031054 type=gene; loc=X:19498504..19500812; ID=FBgn0031054; name=CG14216; 
>FBgn0033762 type=gene; loc=2R:8168714..8171650; ID=FBgn0033762; name=CG8632; 
>FBgn0039761 type=gene; loc=3R:26078904..26079820; ID=FBgn0039761; name=CG18404; 
>FBgn0054013 type=gene; loc=4:275767..280820; ID=FBgn0054013; name=CG34013; 
>FBgn0026598 type=gene; loc=3R:19989690..19994041; ID=FBgn0026598; name=Apc2; 
>FBgn0035594 type=gene; loc=3L:5103621..5104187; ID=FBgn0035594; name=CG4597; 
>FBgn0034515 type=gene; loc=2R:complement(16054465..16055264); ID=FBgn0034515; name=CG13428; 
>FBgn0032160 type=gene; loc=2L:9918635..9919967; ID=FBgn0032160; name=CG4598; 
>FBgn0025186 type=gene; loc=2R:17720423..17724846; ID=FBgn0025186; name=ari-2; 
>FBgn0013347 type=gene; loc=3R:complement(19716109..19716778); ID=FBgn0013347; name=TfIIA-S; 
>FBgn0052225 type=gene; loc=3L:complement(20238442..20240010); ID=FBgn0052225; name=CG32225; 
>FBgn0037290 type=gene; loc=3R:791169..794226; ID=FBgn0037290; name=CG1124; 
>FBgn0034180 type=gene; loc=2R:complement(12522769..12530749); ID=FBgn0034180; name=CG15609; 
>FBgn0031285 type=gene; loc=2L:821418..824341; ID=FBgn0031285; name=CG3662; 
>FBgn0038644 type=gene; loc=3R:14521072..14521500; ID=FBgn0038644; name=CG7710; 
>FBgn0035874 type=gene; loc=3L:8299603..8304063; ID=FBgn0035874; name=CG7072; 
>FBgn0033296 type=gene; loc=2R:complement(3981362..3984110); ID=FBgn0033296; name=CG11669; 
>FBgn0030137 type=gene; loc=X:complement(9401003..9401697); ID=FBgn0030137; name=CG15317; 
>FBgn0037424 type=gene; loc=3R:2127528..2129375; ID=FBgn0037424; name=Osi15; 
>FBgn0004391 type=gene; loc=X:complement(15289476..15296272); ID=FBgn0004391; name=shtd; 
>FBgn0053795 type=gene; loc=3L:complement(16135988..16136639); ID=FBgn0053795; name=CG33795; 
>FBgn0031446 type=gene; loc=2L:complement(2695376..2696318); ID=FBgn0031446; name=CG15398; 
>FBgn0051201 type=gene; loc=3R:complement(16470509..16474436); ID=FBgn0051201; name=GluRIIE; 
>FBgn0036828 type=gene; loc=3L:18870633..18874255; ID=FBgn0036828; name=CG6841; 
>FBgn0040932 type=gene; loc=X:9256913..9264208; ID=FBgn0040932; name=CG12650; 
>FBgn0035788 type=gene; loc=3L:7445557..7446384; ID=FBgn0035788; name=CG8541; 
>FBgn0036576 type=gene; loc=3L:complement(16104742..16114272); ID=FBgn0036576; name=CG5151; 
>FBgn0038008 type=gene; loc=3R:8079909..8082314; ID=FBgn0038008; name=CG3942; 
>FBgn0037454 type=gene; loc=3R:complement(2384337..2386073); ID=FBgn0037454; name=CG1137; 
>FBgn0010051 type=gene; loc=3R:1342862..1364584; ID=FBgn0010051; name=Itp-r83A; 
>FBgn0036707 type=gene; loc=3L:17288100..17289752; ID=FBgn0036707; name=CG13724; 
>FBgn0051363 type=gene; loc=3R:complement(7416110..7445656); ID=FBgn0051363; name=Jupiter; 
>FBgn0037730 type=gene; loc=3R:complement(5507244..5509745); ID=FBgn0037730; name=CG9444; 
>FBgn0035355 type=gene; loc=3L:2582834..2583787; ID=FBgn0035355; name=CG16985; 
>FBgn0042206 type=gene; loc=3R:complement(8190635..8191267); ID=FBgn0042206; name=GstD10; 
>FBgn0040357 type=gene; loc=X:1063590..1064282; ID=FBgn0040357; name=CG14624; 
>FBgn0014018 type=gene; loc=3R:complement(4869900..4873699); ID=FBgn0014018; name=Rel; 
>FBgn0040817 type=gene; loc=3L:complement(11686550..11687155); ID=FBgn0040817; name=CG14132; 
>FBgn0040060 type=gene; loc=3L:6009177..6010126; ID=FBgn0040060; name=yip7; 
>FBgn0038225 type=gene; loc=3R:complement(10206105..10207421); ID=FBgn0038225; name=CG8489; 
>FBgn0032200 type=gene; loc=2L:complement(10254604..10255884); ID=FBgn0032200; name=CG5676; 
>FBgn0036908 type=gene; loc=3L:complement(19737763..19738912); ID=FBgn0036908; name=CG14103; 
>FBgn0000406 type=gene; loc=2L:complement(16784786..16786647); ID=FBgn0000406; name=Cyt-b5-r; 
>FBgn0020617 type=gene; loc=2R:16424362..16444614; ID=FBgn0020617; name=Rx; 
>FBgn0032125 type=gene; loc=2L:9542947..9543478; ID=FBgn0032125; name=CG3818; 
>FBgn0001186 type=gene; loc=X:9431106..9433625; ID=FBgn0001186; name=Hex-A; 
>FBgn0051944 type=gene; loc=2L:2009538..2009609; ID=FBgn0051944; name=CR31944; 
>FBgn0033156 type=gene; loc=2R:2790280..2793374; ID=FBgn0033156; name=Incenp; 
>FBgn0050269 type=gene; loc=2R:18175524..18176395; ID=FBgn0050269; name=CG30269; 
>FBgn0051441 type=gene; loc=3R:7062008..7063349; ID=FBgn0051441; name=CG31441; 
>FBgn0038588 type=gene; loc=3R:complement(14065142..14067906); ID=FBgn0038588; name=CG7156; 
>FBgn0035868 type=gene; loc=3L:complement(8276311..8277982); ID=FBgn0035868; name=CG7194; 
>FBgn0005775 type=gene; loc=3L:complement(4919262..4957019); ID=FBgn0005775; name=Con; 
>FBgn0051294 type=gene; loc=3R:complement(11541218..11542307); ID=FBgn0051294; name=CG31294; 
>FBgn0003380 type=gene; loc=X:complement(17762978..17873436); ID=FBgn0003380; name=Sh; 
>FBgn0053335 type=gene; loc=3R:complement(17989469..17990740); ID=FBgn0053335; name=CG33335; 
>FBgn0028875 type=gene; loc=2L:14061321..14089456; ID=FBgn0028875; name=nAcRalpha-34E; 
>FBgn0034260 type=gene; loc=2R:13199747..13201201; ID=FBgn0034260; name=CG14481; 
>FBgn0002917 type=gene; loc=X:14101590..14110568; ID=FBgn0002917; name=na; 
>FBgn0037550 type=gene; loc=3R:complement(3951009..3952055); ID=FBgn0037550; name=CG9667; 
>FBgn0032943 type=gene; loc=2L:21332220..21345866; ID=FBgn0032943; name=Tsp39D; 
>FBgn0014007 type=gene; loc=3L:12708896..12715515; ID=FBgn0014007; name=Ptp69D; 
>FBgn0040922 type=gene; loc=X:complement(7269830..7270048); ID=FBgn0040922; name=CG15036; 
>FBgn0028926 type=gene; loc=2L:15003748..15004467; ID=FBgn0028926; name=NC2beta; 
>FBgn0051999 type=gene; loc=4:complement(235259..246204); ID=FBgn0051999; name=CG31999; 
>FBgn0040923 type=gene; loc=X:7297444..7297899; ID=FBgn0040923; name=CG11368; 
>FBgn0031592 type=gene; loc=2L:complement(4278039..4279290); ID=FBgn0031592; name=Art2; 
>FBgn0053496 type=gene; loc=X:complement(20020301..20021155); ID=FBgn0053496; name=CG33496; 
>FBgn0013809 type=gene; loc=X:17898539..17912409; ID=FBgn0013809; name=Dhc16F; 
>FBgn0034472 type=gene; loc=2R:15228939..15229736; ID=FBgn0034472; name=CG8517; 
>FBgn0037747 type=gene; loc=3R:5593573..5595752; ID=FBgn0037747; name=CG8481; 
>FBgn0039225 type=gene; loc=3R:20617465..20623678; ID=FBgn0039225; name=Ets96B; 
>FBgn0036756 type=gene; loc=3L:complement(17774489..17779370); ID=FBgn0036756; name=cln3; 
>FBgn0033132 type=gene; loc=2R:2551952..2554575; ID=FBgn0033132; name=Tsp42Ej; 
>FBgn0036052 type=gene; loc=3L:complement(9831542..9833788); ID=FBgn0036052; name=CG10809; 
>FBgn0011852 type=gene; loc=3L:1381464..1381535; ID=FBgn0011852; name=tRNA:E4:62Ab; 
>FBgn0037030 type=gene; loc=3L:20770052..20770796; ID=FBgn0037030; name=CG3288; 
>FBgn0013695 type=gene; loc=dmel_mitochondrion_genome:complement(8140..8205); ID=FBgn0013695; name=mt:tRNA:H; 
>FBgn0039702 type=gene; loc=3R:complement(25640642..25642172); ID=FBgn0039702; name=Vps16B; 
>FBgn0002626 type=gene; loc=3R:complement(25870868..25871880); ID=FBgn0002626; name=RpL32; 
>FBgn0038272 type=gene; loc=3R:complement(10718108..10719675); ID=FBgn0038272; name=CG7265; 
>FBgn0036736 type=gene; loc=3L:17495342..17511919; ID=FBgn0036736; name=Nedd4; 
>FBgn0027934 type=gene; loc=3R:3352240..3353790; ID=FBgn0027934; name=alpha-Est4aPsi; 
>FBgn0010473 type=gene; loc=2L:4283151..4321248; ID=FBgn0010473; name=tutl; 
>FBgn0032393 type=gene; loc=2L:11999654..12001244; ID=FBgn0032393; name=CG12264; 
>FBgn0030377 type=gene; loc=X:complement(12010832..12012544); ID=FBgn0030377; name=CG1924; 
>FBgn0039370 type=gene; loc=3R:complement(21602990..21604027); ID=FBgn0039370; name=CG4956; 
>FBgn0036013 type=gene; loc=3L:9571801..9572142; ID=FBgn0036013; name=CG14177; 
>FBgn0030292 type=gene; loc=X:11195217..11195712; ID=FBgn0030292; name=CG11752; 
>FBgn0031776 type=gene; loc=2L:6069103..6069840; ID=FBgn0031776; name=CG13993; 
>FBgn0032186 type=gene; loc=2L:complement(10136642..10137355); ID=FBgn0032186; name=CG13136; 
>FBgn0040342 type=gene; loc=X:complement(787751..789492); ID=FBgn0040342; name=CG3706; 
>FBgn0053096 type=gene; loc=3R:20923364..20925087; ID=FBgn0053096; name=CG33096; 
>FBgn0033113 type=gene; loc=2R:2393529..2395224; ID=FBgn0033113; name=CG9455; 
>FBgn0037379 type=gene; loc=3R:1620426..1624348; ID=FBgn0037379; name=CG10979; 
>FBgn0038531 type=gene; loc=3R:13452849..13454734; ID=FBgn0038531; name=CG14325; 
>FBgn0025626 type=gene; loc=X:complement(1918473..1921292); ID=FBgn0025626; name=CG4281; 
>FBgn0031388 type=gene; loc=2L:2080077..2081170; ID=FBgn0031388; name=CG12674; 
>FBgn0082179 type=gene; loc=3L:10293754..10293776; ID=FBgn0082179; name=mir-276bS; 
>FBgn0030896 type=gene; loc=X:complement(17954116..17954888); ID=FBgn0030896; name=CG12612; 
>FBgn0039140 type=gene; loc=3R:complement(19860083..19863644); ID=FBgn0039140; name=Miro; 
>FBgn0031740 type=gene; loc=2L:5802255..5804037; ID=FBgn0031740; name=CG7239; 
>FBgn0065062 type=gene; loc=3L:13017379..13017458; ID=FBgn0065062; name=snoRNA:586; 
>FBgn0038144 type=gene; loc=3R:9205862..9207065; ID=FBgn0038144; name=CG8870; 
>FBgn0010851 type=gene; loc=3L:complement(6933494..6938749); ID=FBgn0010851; name=sgl; 
>FBgn0039552 type=gene; loc=3R:complement(23697389..23698065); ID=FBgn0039552; name=CG12426; 
>FBgn0037709 type=gene; loc=3R:5381517..5383509; ID=FBgn0037709; name=CG8199; 
>FBgn0031995 type=gene; loc=2L:complement(8190954..8196893); ID=FBgn0031995; name=CG8475; 
>FBgn0036731 type=gene; loc=3L:complement(17445504..17446197); ID=FBgn0036731; name=CG6333; 
>FBgn0032815 type=gene; loc=2L:complement(19728097..19731883); ID=FBgn0032815; name=CG10462; 
>FBgn0067696 type=gene; loc=2R:complement(9730665..9730686); ID=FBgn0067696; name=mir-308; 
>FBgn0036381 type=gene; loc=3L:complement(13825261..13832144); ID=FBgn0036381; name=CG8745; 
>FBgn0037635 type=gene; loc=3R:complement(4634670..4635533); ID=FBgn0037635; name=CG9837; 
>FBgn0035707 type=gene; loc=3L:6578084..6582707; ID=FBgn0035707; name=CG8368; 
>FBgn0010303 type=gene; loc=X:complement(12913144..12924370); ID=FBgn0010303; name=hep; 
>FBgn0035125 type=gene; loc=3L:261246..266251; ID=FBgn0035125; name=CG13881; 
>FBgn0013773 type=gene; loc=2R:10386555..10388334; ID=FBgn0013773; name=Cyp6a22; 
>FBgn0037174 type=gene; loc=3L:22603797..22613875; ID=FBgn0037174; name=CG14457; 
>FBgn0037901 type=gene; loc=3R:complement(7259210..7261425); ID=FBgn0037901; name=CG6744; 
>FBgn0038197 type=gene; loc=3R:9882690..9913698; ID=FBgn0038197; name=foxo; 
>FBgn0036996 type=gene; loc=3L:20394540..20396115; ID=FBgn0036996; name=CG5932; 
>FBgn0038360 type=gene; loc=3R:11612423..11614063; ID=FBgn0038360; name=CG9590; 
>FBgn0053960 type=gene; loc=2R:11913790..11945626; ID=FBgn0053960; name=CG33960; 
>FBgn0033366 type=gene; loc=2R:complement(4551533..4553955); ID=FBgn0033366; name=Ance-4; 
>FBgn0025725 type=gene; loc=3L:complement(1624590..1628745); ID=FBgn0025725; name=alphaCop; 
>FBgn0011935 type=gene; loc=2R:complement(1697517..1697590); ID=FBgn0011935; name=tRNA:N5:42Ae; 
>FBgn0032150 type=gene; loc=2L:complement(9791962..9793097); ID=FBgn0032150; name=CG13123; 
>FBgn0034140 type=gene; loc=2R:complement(12089441..12091445); ID=FBgn0034140; name=CG8317; 
>FBgn0031762 type=gene; loc=2L:complement(6007364..6012338); ID=FBgn0031762; name=CG9098; 
>FBgn0026190 type=gene; loc=3R:complement(26317531..26321872); ID=FBgn0026190; name=PH4alphaMP; 
>FBgn0052153 type=gene; loc=3L:16187290..16187362; ID=FBgn0052153; name=CR32153; 
>FBgn0024364 type=gene; loc=X:1210864..1213301; ID=FBgn0024364; name=CG11417; 
>FBgn0030081 type=gene; loc=X:complement(8924042..8926263); ID=FBgn0030081; name=CG7246; 
>FBgn0050077 type=gene; loc=2R:10116218..10116707; ID=FBgn0050077; name=CG30077; 
>FBgn0032445 type=gene; loc=2L:12693023..12693892; ID=FBgn0032445; name=CG6153; 
>FBgn0036620 type=gene; loc=3L:16333666..16334777; ID=FBgn0036620; name=CG4842; 
>FBgn0039598 type=gene; loc=3R:complement(24582856..24583956); ID=FBgn0039598; name=CG14061; 
>FBgn0028386 type=gene; loc=3R:16118988..16127097; ID=FBgn0028386; name=cic; 
>FBgn0033817 type=gene; loc=2R:8755635..8756925; ID=FBgn0033817; name=CG4688; 
>FBgn0036196 type=gene; loc=3L:complement(11674035..11682510); ID=FBgn0036196; name=CG11658; 
>FBgn0022160 type=gene; loc=2R:complement(11372614..11377609); ID=FBgn0022160; name=l(2)k05713; 
>FBgn0027835 type=gene; loc=2R:13926869..13935987; ID=FBgn0027835; name=Dp1; 
>FBgn0003749 type=gene; loc=3L:complement(350055..360848); ID=FBgn0003749; name=trh; 
>FBgn0032637 type=gene; loc=2L:17448853..17454703; ID=FBgn0032637; name=CG5050; 
>FBgn0020644 type=gene; loc=3L:6123540..6123854; ID=FBgn0020644; name=Lcp65Ab1; 
>FBgn0003295 type=gene; loc=3L:1354152..1370967; ID=FBgn0003295; name=ru; 
>FBgn0032145 type=gene; loc=2L:complement(9770395..9770996); ID=FBgn0032145; name=CG13121; 
>FBgn0034797 type=gene; loc=2R:18403773..18424324; ID=FBgn0034797; name=nahoda; 
>FBgn0053728 type=gene; loc=2L:21421577..21421612; ID=FBgn0053728; name=snmRNA:430:CR33728; 
>FBgn0030518 type=gene; loc=X:13572080..13573116; ID=FBgn0030518; name=CG11134; 
>FBgn0050163 type=gene; loc=2R:complement(20170451..20171006); ID=FBgn0050163; name=CG30163; 
>FBgn0053896 type=gene; loc=2L:complement(21455145..21455699); ID=FBgn0053896; name=His2B:CG33896; 
>FBgn0033261 type=gene; loc=2R:3618239..3619186; ID=FBgn0033261; name=CG18316; 
>FBgn0039073 type=gene; loc=3R:complement(19187611..19189760); ID=FBgn0039073; name=CG4408; 
>FBgn0037223 type=gene; loc=3R:70293..70780; ID=FBgn0037223; name=CG14638; 
>FBgn0033048 type=gene; loc=2R:complement(1468386..1474224); ID=FBgn0033048; name=CG7881; 
>FBgn0037439 type=gene; loc=3R:2194676..2196837; ID=FBgn0037439; name=CG10286; 
>FBgn0036610 type=gene; loc=3L:16294127..16294661; ID=FBgn0036610; name=CG13058; 
>FBgn0033932 type=gene; loc=2R:9892988..9900222; ID=FBgn0033932; name=CG8422; 
>FBgn0033365 type=gene; loc=2R:complement(4530838..4542854); ID=FBgn0033365; name=CG8170; 
>FBgn0034837 type=gene; loc=2R:complement(18754192..18755437); ID=FBgn0034837; name=CG9871; 
>FBgn0033994 type=gene; loc=2R:10662740..10664574; ID=FBgn0033994; name=CG7544; 
>FBgn0033079 type=gene; loc=2R:complement(2154230..2156893); ID=FBgn0033079; name=Fmo-2; 
>FBgn0035309 type=gene; loc=3L:complement(2151303..2152501); ID=FBgn0035309; name=CG15879; 
>FBgn0030717 type=gene; loc=X:15817711..15819344; ID=FBgn0030717; name=CG8931; 
>FBgn0046756 type=gene; loc=3R:27593695..27595156; ID=FBgn0046756; name=pncr017:3R; 
>FBgn0031784 type=gene; loc=2L:6131023..6132484; ID=FBgn0031784; name=CG9222; 
>FBgn0014396 type=gene; loc=2L:complement(3493986..3506741); ID=FBgn0014396; name=tim; 
>FBgn0004811 type=gene; loc=2L:complement(19788831..19791778); ID=FBgn0004811; name=fs(2)ltoPP43; 
>FBgn0034740 type=gene; loc=2R:18158156..18159911; ID=FBgn0034740; name=CG3875; 
>FBgn0020518 type=gene; loc=3L:complement(22803386..22803463); ID=FBgn0020518; name=snoRNA:U21; 
>FBgn0004913 type=gene; loc=3R:732348..735803; ID=FBgn0004913; name=Gnf1; 
>FBgn0032447 type=gene; loc=2L:12695038..12698917; ID=FBgn0032447; name=PICK1; 
>FBgn0042119 type=gene; loc=3L:complement(6105260..6106056); ID=FBgn0042119; name=CG18778; 
>FBgn0029961 type=gene; loc=X:7610218..7612062; ID=FBgn0029961; name=CG12663; 
>FBgn0001149 type=gene; loc=3R:complement(8193269..8194987); ID=FBgn0001149; name=GstD1; 
>FBgn0030309 type=gene; loc=X:complement(11400499..11403853); ID=FBgn0030309; name=CG1572; 
>FBgn0034919 type=gene; loc=2R:19373021..19374255; ID=FBgn0034919; name=CG5569; 
>FBgn0004780 type=gene; loc=3R:2518520..2519180; ID=FBgn0004780; name=Ccp84Ad; 
>FBgn0050469 type=gene; loc=2R:11016761..11018473; ID=FBgn0050469; name=CG30469; 
>FBgn0053399 type=gene; loc=2R:complement(15264006..15264140); ID=FBgn0053399; name=5SrRNA:CR33399; 
>FBgn0050104 type=gene; loc=2R:12999860..13008038; ID=FBgn0050104; name=CG30104; 
>FBgn0031856 type=gene; loc=2L:complement(6757864..6759628); ID=FBgn0031856; name=CG11322; 
>FBgn0025881 type=gene; loc=2L:complement(9894795..9894907); ID=FBgn0025881; name=snoRNA:Z5; 
>FBgn0037224 type=gene; loc=3R:72744..74036; ID=FBgn0037224; name=CG14639; 
>FBgn0034363 type=gene; loc=2R:14130851..14133181; ID=FBgn0034363; name=CG5327; 
>FBgn0053816 type=gene; loc=2L:21443831..21444728; ID=FBgn0053816; name=His1:CG33816; 
>FBgn0030376 type=gene; loc=X:11941137..11947191; ID=FBgn0030376; name=CG2750; 
>FBgn0030384 type=gene; loc=X:12207148..12208388; ID=FBgn0030384; name=CG2577; 
>FBgn0034687 type=gene; loc=2R:complement(17577305..17578868); ID=FBgn0034687; name=CG11475; 
>FBgn0019948 type=gene; loc=2R:complement(19492827..19496067); ID=FBgn0019948; name=Phm; 
>FBgn0030321 type=gene; loc=X:11449769..11452906; ID=FBgn0030321; name=CG1703; 
>FBgn0036449 type=gene; loc=3L:complement(14741755..14751682); ID=FBgn0036449; name=CG5295; 
>FBgn0040487 type=gene; loc=3L:complement(14910758..14911371); ID=FBgn0040487; name=BobA; 
>FBgn0037796 type=gene; loc=3R:complement(5997989..6000544); ID=FBgn0037796; name=CG12814; 
>FBgn0032006 type=gene; loc=2L:complement(8221119..8239859); ID=FBgn0032006; name=Pvr; 
>FBgn0034500 type=gene; loc=2R:complement(15819378..15823528); ID=FBgn0034500; name=CG11200; 
>FBgn0052726 type=gene; loc=X:complement(7270460..7270979); ID=FBgn0052726; name=CG32726; 
>FBgn0052398 type=gene; loc=3L:complement(6342778..6343608); ID=FBgn0052398; name=CG32398; 
>FBgn0028519 type=gene; loc=2L:14027010..14029372; ID=FBgn0028519; name=CG4500; 
>FBgn0037373 type=gene; loc=3R:complement(1580650..1584699); ID=FBgn0037373; name=CG2095; 
>FBgn0036277 type=gene; loc=3L:12310623..12311185; ID=FBgn0036277; name=CG10418; 
>FBgn0034989 type=gene; loc=2R:19705482..19709787; ID=FBgn0034989; name=CG3356; 
>FBgn0041707 type=gene; loc=3R:1202476..1203701; ID=FBgn0041707; name=7B2; 
>FBgn0033837 type=gene; loc=2R:complement(8930882..8954952); ID=FBgn0033837; name=CG17034; 
>FBgn0050393 type=gene; loc=2R:complement(16773945..16775161); ID=FBgn0050393; name=CG30393; 
>FBgn0024188 type=gene; loc=2R:6876605..6877786; ID=FBgn0024188; name=san; 
>FBgn0030017 type=gene; loc=X:complement(8013190..8015158); ID=FBgn0030017; name=CG2278; 
>FBgn0035001 type=gene; loc=2R:complement(19899729..19910288); ID=FBgn0035001; name=slik; 
>FBgn0040344 type=gene; loc=X:complement(779988..784384); ID=FBgn0040344; name=CG3711; 
>FBgn0004227 type=gene; loc=X:16195470..16205484; ID=FBgn0004227; name=nonA; 
>FBgn0031332 type=gene; loc=2L:complement(1351860..1352869); ID=FBgn0031332; name=CG5556; 
>FBgn0034755 type=gene; loc=2R:complement(18156698..18157328); ID=FBgn0034755; name=CG3746; 
>FBgn0034145 type=gene; loc=2R:12122533..12138225; ID=FBgn0034145; name=CG5065; 
>FBgn0000559 type=gene; loc=2L:complement(21665690..21669743); ID=FBgn0000559; name=Ef2b; 
>FBgn0010194 type=gene; loc=X:complement(18335477..18339340); ID=FBgn0010194; name=Wnt5; 
>FBgn0025645 type=gene; loc=X:2793284..2794102; ID=FBgn0025645; name=CG3598; 
>FBgn0043364 type=gene; loc=2L:complement(476437..479682); ID=FBgn0043364; name=cbt; 
>FBgn0031914 type=gene; loc=2L:7437506..7445269; ID=FBgn0031914; name=CG5973; 
>FBgn0038881 type=gene; loc=3R:complement(17146476..17175306); ID=FBgn0038881; name=CG16791; 
>FBgn0038070 type=gene; loc=3R:complement(8466063..8468295); ID=FBgn0038070; name=CG6753; 
>FBgn0052372 type=gene; loc=3L:7493435..7501963; ID=FBgn0052372; name=CG32372; 
>FBgn0029896 type=gene; loc=X:complement(6566788..6585222); ID=FBgn0029896; name=CG3168; 
>FBgn0038968 type=gene; loc=3R:complement(18266023..18272254); ID=FBgn0038968; name=CG12499; 
>FBgn0033850 type=gene; loc=2R:9037671..9039208; ID=FBgn0033850; name=CG13331; 
>FBgn0043903 type=gene; loc=X:complement(19509994..19517453); ID=FBgn0043903; name=dome; 
>FBgn0031905 type=gene; loc=2L:7388676..7390898; ID=FBgn0031905; name=CG5155; 
>FBgn0031621 type=gene; loc=2L:4687513..4688956; ID=FBgn0031621; name=CG15634; 
>FBgn0010399 type=gene; loc=3R:complement(1334544..1349046); ID=FBgn0010399; name=Nmdar1; 
>FBgn0050467 type=gene; loc=2R:11053076..11054878; ID=FBgn0050467; name=CG30467; 
>FBgn0031814 type=gene; loc=2L:complement(6448801..6455934); ID=FBgn0031814; name=retm; 
>FBgn0032053 type=gene; loc=2L:complement(8516754..8517377); ID=FBgn0032053; name=mRpL51; 
>FBgn0026571 type=gene; loc=2L:complement(6477178..6480489); ID=FBgn0026571; name=Sec61alpha; 
>FBgn0051177 type=gene; loc=3R:17584496..17586953; ID=FBgn0051177; name=CG31177; 
>FBgn0030469 type=gene; loc=X:13139235..13141331; ID=FBgn0030469; name=CG15745; 
>FBgn0022985 type=gene; loc=2R:17923395..17926286; ID=FBgn0022985; name=qkr58E-2; 
>FBgn0034428 type=gene; loc=2R:14802885..14803514; ID=FBgn0034428; name=CG18606; 
>FBgn0051014 type=gene; loc=3R:complement(26329441..26331371); ID=FBgn0051014; name=PH4alphaSG1; 
>FBgn0038516 type=gene; loc=3R:13361409..13362858; ID=FBgn0038516; name=CG5840; 
>FBgn0035964 type=gene; loc=3L:9108508..9109863; ID=FBgn0035964; name=Dhpr; 
>FBgn0024238 type=gene; loc=X:complement(17119640..17135915); ID=FBgn0024238; name=Fim; 
>FBgn0052614 type=gene; loc=X:13965995..13966705; ID=FBgn0052614; name=CG32614; 
>FBgn0050089 type=gene; loc=2R:11242261..11277426; ID=FBgn0050089; name=CG30089; 
>FBgn0011425 type=gene; loc=3L:complement(20293671..20295414); ID=FBgn0011425; name=DNAprim; 
>FBgn0036004 type=gene; loc=3L:9450997..9460479; ID=FBgn0036004; name=CG3654; 
>FBgn0038569 type=gene; loc=3R:complement(13987487..13990115); ID=FBgn0038569; name=CG7218; 
>FBgn0039767 type=gene; loc=3R:complement(26251116..26253998); ID=FBgn0039767; name=CG2218; 
>FBgn0039273 type=gene; loc=3R:complement(20898612..20899908); ID=FBgn0039273; name=CG9996; 
>FBgn0033792 type=gene; loc=2R:8632212..8641687; ID=FBgn0033792; name=CG13325; 
>FBgn0054000 type=gene; loc=3L:complement(20918528..20922440); ID=FBgn0054000; name=CG34000; 
>FBgn0021764 type=gene; loc=X:543661..606319; ID=FBgn0021764; name=sdk; 
>FBgn0032693 type=gene; loc=2L:complement(18646986..18648913); ID=FBgn0032693; name=Cyp310a1; 
>FBgn0010397 type=gene; loc=2R:complement(10085667..10090665); ID=FBgn0010397; name=LamC; 
>FBgn0034264 type=gene; loc=2R:13238176..13239716; ID=FBgn0034264; name=CG10933; 
>FBgn0067695 type=gene; loc=2R:complement(15176573..15176594); ID=FBgn0067695; name=mir-309; 
>FBgn0002968 type=gene; loc=X:8362609..8397353; ID=FBgn0002968; name=Nrg; 
>FBgn0037307 type=gene; loc=3R:complement(1083039..1084867); ID=FBgn0037307; name=Tim17a2; 
>FBgn0033324 type=gene; loc=2R:complement(4218891..4220940); ID=FBgn0033324; name=CG14744; 
>FBgn0016126 type=gene; loc=4:465744..474190; ID=FBgn0016126; name=CaMKI; 
>FBgn0050119 type=gene; loc=2R:14054448..14055085; ID=FBgn0050119; name=CG30119; 
>FBgn0010812 type=gene; loc=3R:3859027..3862381; ID=FBgn0010812; name=Tom34; 
>FBgn0036621 type=gene; loc=3L:complement(16338312..16343909); ID=FBgn0036621; name=CG16807; 
>FBgn0029854 type=gene; loc=X:complement(6120206..6121914); ID=FBgn0029854; name=CG3566; 
>FBgn0063496 type=gene; loc=2R:13918138..13918806; ID=FBgn0063496; name=GstE4; 
>FBgn0033903 type=gene; loc=2R:9680962..9682895; ID=FBgn0033903; name=CG8323; 
>FBgn0029521 type=gene; loc=X:171945..173379; ID=FBgn0029521; name=Or1a; 
>FBgn0036322 type=gene; loc=3L:12865690..12866109; ID=FBgn0036322; name=CG14119; 
>FBgn0030193 type=gene; loc=X:10192342..10192761; ID=FBgn0030193; name=CG12641; 
>FBgn0051848 type=gene; loc=2L:complement(13265081..13265665); ID=FBgn0051848; name=CG31848; 
>FBgn0040089 type=gene; loc=X:complement(19540335..19546978); ID=FBgn0040089; name=meso18E; 
>FBgn0031141 type=gene; loc=X:complement(20775197..20776092); ID=FBgn0031141; name=CG1304; 
>FBgn0035111 type=gene; loc=3L:195807..200015; ID=FBgn0035111; name=CG16940; 
>FBgn0015513 type=gene; loc=3R:19607508..19627396; ID=FBgn0015513; name=mbc; 
>FBgn0035420 type=gene; loc=3L:complement(3194642..3202336); ID=FBgn0035420; name=CG14967; 
>FBgn0040587 type=gene; loc=3R:18552703..18554728; ID=FBgn0040587; name=CG17618; 
>FBgn0051842 type=gene; loc=2L:complement(13834247..13835038); ID=FBgn0051842; name=mRpS23; 
>FBgn0003301 type=gene; loc=X:complement(14623188..14659842); ID=FBgn0003301; name=rut; 
>FBgn0041183 type=gene; loc=2L:complement(15884568..15889740); ID=FBgn0041183; name=TepI; 
>FBgn0035281 type=gene; loc=3L:complement(1823810..1825612); ID=FBgn0035281; name=CG1919; 
>FBgn0034705 type=gene; loc=2R:complement(17685023..17690414); ID=FBgn0034705; name=CG11170; 
